"Symbol","Name","FullName","ListedDate"
"00802","中國錢包","中國錢包支付集團有限公司","2009-02-10"
"00803","昌興國際","昌興國際控股(香港)有限公司","2008-12-18"
"00804","鼎石資本","鼎石資本有限公司","2017-06-08"
"00805","GLENCORE-S","Glencore plc","2011-05-25"
"00806","惠理集團","惠理集團有限公司","2007-11-22"
"00807","上海實業環境","上海實業環境控股有限公司","2018-03-23"
"00809","大成生化科技","大成生化科技集團有限公司","2001-03-16"
"00810","中國互聯網投資","中國互聯網投資金融集團有限公司","2002-02-28"
"00811","新華文軒","新華文軒出版傳媒股份有限公司","2007-05-30"
"00812","西證國際證券","西證國際證券股份有限公司","2002-01-30"
"00813","世茂集團","世茂集團控股有限公司","2006-07-05"
"00814","北京京客隆","北京京客隆商業集團股份有限公司","2008-02-26"
"00815","中國白銀集團","中國白銀集團有限公司","2012-12-28"
"00816","華電福新","華電福新能源股份有限公司","2012-06-28"
"00816","金茂服務","金茂物業服務發展股份有限公司","2022-03-10"
"00817","中國金茂","中國金茂控股集團有限公司","2007-08-17"
"00818","高陽科技","高陽科技(中國)有限公司","1997-12-22"
"00819","天能動力","天能動力國際有限公司","2007-06-11"
"00821","匯盈控股","匯盈控股有限公司","2008-08-15"
"00822","嘉瑞國際","嘉瑞國際控股有限公司","2007-06-27"
"00825","新世界百貨中國","新世界百貨中國有限公司","2007-07-12"
"00826","天工國際","天工國際有限公司","2007-07-26"
"00827","玖源集團","玖源化工(集團)有限公司","2008-08-25"
"00828","王朝酒業","王朝酒業集團有限公司","2005-01-26"
"00829","神冠控股","神冠控股(集團)有限公司","2009-10-13"
"00830","中國建築興業","中國建築興業集團有限公司","2010-03-30"
"00831","利亞零售","利亞零售有限公司","2011-06-20"
"00832","建業地產","建業地產股份有限公司","2008-06-06"
"00833","華訊","華訊股份有限公司","2005-07-15"
"00834","康大食品","中國康大食品有限公司","2008-12-22"
"00835","亞洲煤業","亞洲煤業有限公司","1997-12-18"
"00836","華潤電力","華潤電力控股有限公司","2003-11-12"
"00837","譚木匠","譚木匠控股有限公司","2009-12-29"
"00838","億和控股","億和精密工業控股有限公司","2005-05-11"
"00839","天大石油管材","安徽天大石油管材股份有限公司","2007-12-24"
"00839","中教控股","中國教育集團控股有限公司","2017-12-15"
"00840","天業節水","新疆天業節水灌溉股份有限公司","2008-01-24"
"00841","木薯資源","亞洲木薯資源控股有限公司","2009-03-23"
"00842","理士國際","理士國際技術有限公司","2010-11-16"
"00844","廣泰國際控股","廣泰國際控股有限公司","2011-11-24"
"00845","恆盛地產","恆盛地產控股有限公司","2009-10-02"
"00846","明發集團","明發集團(國際)有限公司","2009-11-13"
"00847","哈薩克礦業-S","哈薩克礦業有限公司","2011-06-29"
"00848","茂業國際","茂業國際控股有限公司","2008-05-05"
"00850","久康國際","久康國際控股有限公司","2002-11-13"
"00851","盛源控股","盛源控股有限公司","1998-12-02"
"00852","海峽石油化工","海峽石油化工控股有限公司","2009-01-12"
"00853","微創醫療","微創醫療科學有限公司","2010-09-24"
"00854","威雅利","威雅利電子(集團)有限公司","2013-12-06"
"00855","中國水務","中國水務集團有限公司","1999-10-11"
"00856","偉仕佳傑","偉仕佳傑控股有限公司","2002-05-09"
"00857","中國石油股份","中國石油天然氣股份有限公司","2000-04-07"
"00858","精優藥業","精優藥業控股有限公司","1999-03-10"
"00859","中昌國際控股","中昌國際控股集團有限公司","2000-06-15"
"00860","力世紀","力世紀有限公司","2002-09-03"
"00861","神州控股","神州數碼控股有限公司","2001-06-01"
"00862","遠見控股","遠見控股有限公司","1998-10-14"
"00863","BC科技集團","BC科技集團有限公司","2015-09-08"
"00864","永利地產發展","永利地產發展有限公司","2013-03-19"
"00865","建德國際控股","建德國際控股有限公司","2008-11-06"
"00866","中國秦發","中國秦發集團有限公司","2009-07-03"
"00867","康哲藥業","康哲藥業控股有限公司","2010-09-28"
"00868","信義玻璃","信義玻璃控股有限公司","2005-02-03"
"00869","彩星玩具","彩星玩具有限公司","2008-02-01"
"00870","恆豐金業","恆豐金業科技有限公司","1999-03-16"
"00871","中國疏浚環保","中國疏浚環保控股有限公司","2011-06-20"
"00872","泰坦智華科技","泰坦智華科技有限公司","2008-11-12"
"00873","中國泰豐床品","中國泰豐床品控股有限公司","2010-06-11"
"00873","世茂服務","世茂服務控股有限公司","2020-10-30"
"00874","白雲山","廣州白雲山醫藥集團股份有限公司","1997-10-30"
"00875","中國金控","中國金控投資集團有限公司","1998-07-03"
"00876","佳兆業健康","佳兆業健康集團控股有限公司","1997-04-10"
"00877","昂納科技集團","昂納科技(集團)有限公司","2010-04-29"
"00878","金朝陽集團","金朝陽集團有限公司","1997-03-21"
"00880","澳博控股","澳門博彩控股有限公司","2008-07-16"
"00881","中昇控股","中昇集團控股有限公司","2010-03-26"
"00882","天津發展","天津發展控股有限公司","1997-12-10"
"00883","中國海洋石油","中國海洋石油有限公司","2001-02-28"
"00884","旭輝控股集團","旭輝控股(集團)有限公司","2012-11-23"
"00885","仁天科技控股","仁天科技控股有限公司","2001-07-12"
"00886","銀基集團","銀基集團控股有限公司","2009-04-08"
"00887","英皇鐘表珠寶","英皇鐘表珠寶有限公司","2008-07-21"
"00888","貝森金融","貝森金融集團有限公司","2001-06-28"
"00889","連達科技控股","連達科技控股有限公司","2001-06-22"
"00891","利邦","利邦控股有限公司","2009-11-03"
"00893","中國鐵鈦","中國釩鈦磁鐵礦業有限公司","2009-10-08"
"00894","萬裕科技","萬裕科技集團有限公司","1997-03-05"
"00895","東江環保","東江環保股份有限公司","2010-09-28"
"00896","興勝創建","興勝創建控股有限公司","2002-01-10"
"00897","位元堂","位元堂藥業控股有限公司","1997-10-31"
"00898","萬事昌國際","萬事昌國際控股有限公司","1998-07-31"
"00899","亞洲資源","亞洲資源控股有限公司","1997-10-24"
"00900","AEON CREDIT","Aeon信貸財務(亞洲)有限公司","1995-09-14"
"00901","金石投資集團","金石投資集團有限公司","2002-02-28"
"00902","華能國際電力股份","華能國際電力股份有限公司","1998-01-21"
"00903","冠捷科技","冠捷科技有限公司","1999-10-08"
"00904","中綠","中國綠色食品(控股)有限公司","2004-01-13"
"00905","環球大通投資","環球大通投資有限公司","1998-07-17"
"00906","中國網通","中國網通集團(香港)有限公司","2004-11-17"
"00906","中糧包裝","中糧包裝控股有限公司","2009-11-16"
"00907","高雅光學","高雅光學國際集團有限公司","1996-04-11"
"00908","珠海控股投資","珠海控股投資集團有限公司","1998-05-26"
"00909","中大國際","中大國際控股有限公司","2001-11-01"
"00909","明源雲","明源雲集團控股有限公司","2020-09-25"
"00910","中國叁迪","中國叁迪控股有限公司","1998-12-01"
"00911","前海健康","前海健康控股有限公司","2014-06-27"
"00912","信佳國際","信佳國際集團有限公司","2002-09-18"
"00913","港灣數字","港灣數字產業資本有限公司","1999-10-27"
"00914","海螺水泥","安徽海螺水泥股份有限公司","1997-10-21"
"00915","道和環球","道和環球集團有限公司","2002-05-10"
"00916","龍源電力","龍源電力集團股份有限公司","2009-12-10"
"00917","新世界中國","新世界中國地產有限公司","1999-07-16"
"00918","國能國際資產","國能集團國際資產控股有限公司","1997-10-15"
"00919","現代健康科技","現代健康科技控股有限公司","2006-02-09"
"00921","海信家電","海信家電集團股份有限公司","1996-07-23"
"00922","安賢園中國","安賢園中國控股有限公司","1999-12-21"
"00923","綜合環保集團","綜合環保集團有限公司","2010-03-31"
"00924","坤集團","坤集團有限公司","2019-07-05"
"00925","北京建設","北京建設(控股)有限公司","1998-01-15"
"00926","碧生源","碧生源控股有限公司","2010-09-29"
"00927","富士高實業","富士高實業控股有限公司","2000-04-11"
"00928","蓮和醫療","蓮和醫療健康集團有限公司","2002-04-29"
"00929","國際精密","國際精密集團有限公司","2004-11-01"
"00930","中國森林","中國森林控股有限公司","2009-12-03"
"00931","中國天然氣","中國天然氣集團有限公司","2001-10-24"
"00932","順騰國際控股","順騰國際(控股)有限公司","2015-11-20"
"00933","光匯石油","光匯石油(控股)有限公司","1995-11-16"
"00934","中石化冠德","中石化冠德控股有限公司","1999-06-25"
"00935","龍翔集團","龍翔集團控股有限公司","2011-06-10"
"00936","佳兆業資本","佳兆業資本投資集團有限公司","2010-07-19"
"00938","民生國際","民生國際有限公司","1997-09-26"
"00939","建設銀行","中國建設銀行股份有限公司","2005-10-27"
"00940","中國動物保健品","中國動物保健品有限公司","2010-12-21"
"00941","中國移動","中國移動有限公司","1997-10-23"
"00943","中證國際","中證國際有限公司","1997-06-25"
"00945","宏利金融-S","宏利金融有限公司","1999-09-27"
"00946","洪良國際","洪良國際控股有限公司","2009-12-24"
"00947","摩比發展","摩比發展有限公司","2009-12-17"
"00948","ALPHA PRO HLDGS","阿爾法企業控股有限公司","2010-03-01"
"00950","李氏大藥廠","李氏大藥廠控股有限公司","2010-05-14"
"00951","超威動力","超威動力控股有限公司","2010-07-07"
"00952","中國通海金融","中國通海國際金融有限公司","1997-09-24"
"00953","邵氏兄弟控股","邵氏兄弟控股有限公司","2010-02-01"
"00954","常茂生物","常茂生物化學工程股份有限公司","2013-06-28"
"00955","SCHRAMM","星亮控股股份公司","2009-12-29"
"00956","新天綠色能源","新天綠色能源股份有限公司","2010-10-13"
"00958","華能新能源","華能新能源股份有限公司","2011-06-10"
"00959","世紀娛樂國際","世紀娛樂國際控股有限公司","1997-10-03"
"00960","龍湖集團","龍湖集團控股有限公司","2009-11-19"
"00963","華熙生物科技","華熙生物科技有限公司","2008-10-03"
"00966","中國太平","中國太平保險控股有限公司","2000-06-29"
"00967","桑德國際","桑德國際有限公司","2010-09-30"
"00968","小肥羊","小肥羊集團有限公司","2008-06-12"
"00968","信義光能","信義光能控股有限公司","2013-12-12"
"00969","華聯國際","華聯國際(控股)有限公司","2000-02-02"
"00970","新耀萊","新耀萊國際集團有限公司","1997-09-18"
"00973","L'OCCITANE","L'Occitane International S.A.","2010-05-07"
"00974","中國順客隆","中國順客隆控股有限公司","2015-09-10"
"00975","MONGOL MINING","Mongolian Mining Corporation","2010-10-13"
"00976","齊合環保","齊合環保集團有限公司","2010-07-12"
"00978","招商局置地","招商局置地有限公司","1997-10-16"
"00979","綠色能源科技集團","綠色能源科技集團有限公司","1997-06-26"
"00980","聯華超市","聯華超市股份有限公司","2003-06-27"
"00981","中芯國際","中芯國際集成電路製造有限公司","2004-03-18"
"00982","華發物業服務","華發物業服務集團有限公司","2008-07-14"
"00983","瑞安建業","瑞安建業有限公司","1997-02-03"
"00984","永旺","永旺(香港)百貨有限公司","1994-02-04"
"00985","中譽集團","中譽集團有限公司","1994-02-02"
"00986","中國環保能源","中國環保能源投資有限公司","1994-02-02"
"00987","中國再生能源投資","中國再生能源投資有限公司","1994-01-27"
"00988","絲路物流控股","絲路物流控股有限公司","1994-01-21"
"00989","華音國際控股","華音國際控股有限公司","1997-10-20"
"00990","榮暉國際","榮暉國際集團有限公司","1994-01-25"
"00991","大唐發電","大唐國際發電股份有限公司","1997-03-21"
"00992","聯想集團","聯想集團有限公司","1994-02-14"
"00993","華融金控","華融國際金融控股有限公司","1994-02-16"
"00994","中天順聯","中天順聯(國際)控股有限公司","2017-07-17"
"00995","安徽皖通高速公路","安徽皖通高速公路股份有限公司","1996-11-13"
"00996","嘉年華國際","嘉年華國際控股有限公司","1994-02-17"
"00997","普匯中金國際","普匯中金國際控股有限公司","2000-03-10"
"00998","中信銀行","中信銀行股份有限公司","2007-04-27"
"00999","I.T","I.T Limited","2005-03-04"
"01000","北青傳媒","北青傳媒股份有限公司","2004-12-22"
"01001","滬港聯合","滬港聯合控股有限公司","1994-02-18"
"01002","威鋮國際","威鋮國際集團有限公司","2002-02-08"
"01003","歡喜傳媒","歡喜傳媒集團有限公司","1994-02-21"
"01004","中國智慧能源","中國智慧能源集團控股有限公司","1997-10-09"
"01005","MATRIX HOLDINGS","美力時集團有限公司","1994-02-18"
"01006","長壽花食品","長壽花食品股份有限公司","2009-12-18"
"01007","龍輝國際控股","龍輝國際控股有限公司","2010-10-28"
"01008","力圖控股","力圖控股有限公司","2009-03-30"
"01009","國際娛樂","國際娛樂有限公司","2010-09-27"
"01010","太睿國際控股","太睿國際控股有限公司","1994-02-18"
"01011","泰凌醫藥","中國泰凌醫藥集團有限公司","2011-04-20"
"01013","偉俊集團控股","偉俊集團控股有限公司","1997-02-03"
"01019","康宏環球","康宏環球控股有限公司","2010-07-13"
"01020","賽伯樂國際控股","賽伯樂國際控股有限公司","2010-07-07"
"01021","麥達斯控股-S","麥達斯控股有限公司","2010-10-06"
"01022","飛魚科技","飛魚科技國際有限公司","2014-12-05"
"01023","時代集團控股","時代集團控股有限公司","2011-12-06"
"01024","快手-W","快手科技","2021-02-05"
"01025","物美商業","北京物美商業集團股份有限公司","2011-06-30"
"01025","嘉藝控股","嘉藝控股有限公司","2019-02-28"
"01026","環球實業科技","環球實業科技控股有限公司","2010-06-22"
"01027","中國集成控股","中國集成控股有限公司","2015-02-13"
"01028","千百度","千百度國際控股有限公司","2011-09-23"
"01029","鐵貨","鐵江現貨有限公司","2010-10-21"
"01030","新城發展","新城發展控股有限公司","2012-11-29"
"01031","金利豐金融","金利豐金融集團有限公司","1996-07-23"
"01033","中石化油服","中石化石油工程技術服務股份有限公司","1994-03-29"
"01034","富匯國際集團控股","富匯國際集團控股有限公司","2018-10-30"
"01035","BBI生命科學","BBI生命科學有限公司","2014-12-30"
"01036","萬科海外","萬科海外投資控股有限公司","1996-11-08"
"01037","雲智匯科技","雲智匯科技服務有限公司","1994-04-14"
"01038","長江基建集團","長江基建集團有限公司","1996-07-17"
"01039","暢由聯盟","暢由聯盟集團有限公司","2010-09-24"
"01040","M&G化工","M&G化工","2013-11-29"
"01041","林達控股","林達控股有限公司","1996-12-27"
"01043","光宇國際集團科技","光宇國際集團科技有限公司","1999-11-17"
"01044","恆安國際","恆安國際集團有限公司","1998-12-08"
"01045","亞太衛星","亞太衛星控股有限公司","1996-12-18"
"01046","寰宇娛樂文化","寰宇娛樂文化集團有限公司","1999-07-20"
"01047","毅興行","毅興行有限公司","1994-04-25"
"01048","煜新控股","煜新控股有限公司","2010-12-06"
"01049","時富投資","時富投資集團有限公司","1994-04-27"
"01050","嘉利國際","嘉利國際控股有限公司","1996-12-16"
"01051","國際資源","國際資源集團有限公司","1994-04-29"
"01052","越秀交通基建","越秀交通基建有限公司","1997-01-30"
"01053","重慶鋼鐵股份","重慶鋼鐵股份有限公司","1997-10-17"
"01055","中國南方航空股份","中國南方航空股份有限公司","1997-07-31"
"01057","浙江世寶","浙江世寶股份有限公司","2011-03-09"
"01058","粵海製革","粵海製革有限公司","1996-12-16"
"01059","看通集團","看通集團有限公司","1997-01-23"
"01060","阿里影業","阿里巴巴影業集團有限公司","1994-05-12"
"01061","億勝生物科技","億勝生物科技有限公司","2011-06-23"
"01062","國開國際投資","國開國際投資有限公司","1994-05-10"
"01063","新確科技","新確科技有限公司","1994-05-10"
"01064","中華國際","中華國際控股有限公司","1997-10-13"
"01065","天津創業環保股份","天津創業環保集團股份有限公司","1994-05-17"
"01066","威高股份","山東威高集團醫用高分子製品股份有限公司","2010-07-29"
"01068","雨潤食品","中國雨潤食品集團有限公司","2005-10-03"
"01069","寶沙發展","中國寶沙發展控股有限公司","2011-05-16"
"01070","TCL電子","TCL電子控股有限公司","1999-11-26"
"01071","華電國際電力股份","華電國際電力股份有限公司","1999-06-30"
"01072","東方電氣","東方電氣股份有限公司","1994-06-06"
"01073","大禹金融","大禹金融控股有限公司","2002-01-14"
"01075","首都信息","首都信息發展股份有限公司","2011-01-21"
"01076","博華太平洋","博華太平洋國際控股有限公司","2002-02-11"
"01079","鬆景科技","鬆景科技控股有限公司","2010-11-18"
"01080","勝利管道","勝利油氣管道控股有限公司","2009-12-18"
"01082","香港教育國際","香港教育(國際)投資集團有限公司","2011-07-04"
"01083","港華智慧能源","港華智慧能源有限公司","2005-12-08"
"01084","綠新親水膠體","綠新親水膠體海洋科技有限公司","2019-10-17"
"01085","亨鑫科技","亨鑫科技有限公司","2010-12-23"
"01086","好孩子國際","好孩子國際控股有限公司","2010-11-24"
"01087","威訊控股","威訊控股有限公司","2010-11-16"
"01088","中國神華","中國神華能源股份有限公司","2005-06-15"
"01089","樂遊科技控股","樂遊科技控股有限公司","2011-01-11"
"01090","大明國際","大明國際控股有限公司","2010-12-01"
"01091","南方錳業","南方錳業投資有限公司","2010-11-18"
"01093","石藥集團","石藥集團有限公司","1994-06-21"
"01094","中國公共採購","中國公共採購有限公司","2002-07-03"
"01096","中能國際控股","中能國際控股集團有限公司","2011-09-28"
"01097","有線寬頻","有線寬頻通訊有限公司","1999-11-24"
"01098","路勁","路勁基建有限公司","1996-07-04"
"01099","國藥控股","國藥控股股份有限公司","2009-09-23"
"01100","飛達控股","飛達帽業控股有限公司","2000-12-13"
"01101","華榮能源","中國華榮能源股份有限公司","2010-11-19"
"01102","環能國際","環能國際控股有限公司","2010-12-17"
"01103","大生農業金融","上海大生農業金融科技股份有限公司","2012-07-16"
"01104","亞太資源","亞太資源有限公司","1998-12-29"
"01105","星島","星島新聞集團有限公司","1996-07-10"
"01106","銘霖控股","銘霖控股有限公司","2011-05-12"
"01107","當代置業","當代置業(中國)有限公司","2013-07-12"
"01108","洛陽玻璃股份","洛陽玻璃股份有限公司","1994-07-08"
"01109","華潤置地","華潤置地有限公司","1996-11-08"
"01110","金活醫藥集團","金活醫藥集團有限公司","2010-11-25"
"01111","創興銀行","創興銀行有限公司","1994-07-11"
"01112","H&H國際控股","健合(H&H)國際控股有限公司","2010-12-17"
"01113","長實集團","長江實業集團有限公司","2015-06-03"
"01114","BRILLIANCE CHI","華晨中國汽車控股有限公司","1999-10-22"
"01115","西藏水資源","西藏水資源有限公司","2011-06-30"
"01116","MAYER HOLDINGS","美亞控股有限公司","2004-06-21"
"01117","現代牧業","中國現代牧業控股有限公司","2010-11-26"
"01118","高力集團","高力集團有限公司","1994-07-15"
"01119","創夢天地","創夢天地科技控股有限公司","2018-12-06"
"01120","雅視光學","雅視光學集團有限公司","1996-11-08"
"01121","金陽新能源","金陽新能源科技控股有限公司","2011-01-28"
"01122","慶鈴汽車股份","慶鈴汽車股份有限公司","1994-08-17"
"01123","中港照相","中港照相器材集團有限公司","1994-09-19"
"01124","沿海家園","沿海綠色家園有限公司","1997-10-16"
"01125","麗豐控股","麗豐控股有限公司","1997-11-28"
"01126","德林國際","德林國際有限公司","2002-02-07"
"01127","獅子山集團","獅子山集團有限公司","2011-07-25"
"01128","永利澳門","永利澳門有限公司","2009-10-09"
"01129","中國水業集團","中國水業集團有限公司","2002-01-17"
"01130","中國環境資源","中國環境資源集團有限公司","1997-06-03"
"01131","鴻寶資源","鴻寶資源有限公司","1997-03-19"
"01132","橙天嘉禾","橙天嘉禾娛樂(集團)有限公司","1994-11-23"
"01133","哈爾濱電氣","哈爾濱電氣股份有限公司","1994-12-16"
"01134","恆發光學","恆發光學控股有限公司","2019-07-16"
"01135","ASIA SATELLITE","亞洲衛星控股有限公司","1996-06-19"
"01136","臺泥國際集團","臺泥國際集團有限公司","1997-10-06"
"01137","香港科技探索","香港科技探索有限公司","1997-08-04"
"01138","中遠海能","中遠海運能源運輸股份有限公司","1994-11-11"
"01139","華多利集團","華多利集團有限公司","1998-02-16"
"01140","華科資本","華科資本有限公司","2003-03-20"
"01141","民銀資本","民銀資本控股有限公司","1998-03-12"
"01142","能源及能量環球","能源及能量環球控股有限公司","2002-11-08"
"01143","環亞國際醫療集團","環亞國際醫療科技集團有限公司","2011-01-27"
"01145","勇利投資","勇利投資集團有限公司","2011-06-24"
"01146","中國服飾控股","中國服飾控股有限公司","2011-12-09"
"01147","伊登軟件","伊登軟件控股有限公司","2020-05-13"
"01148","新晨動力","新晨中國動力控股有限公司","2013-03-13"
"01149","中國安芯","中國安芯控股有限公司","2003-11-24"
"01150","米蘭站","米蘭站控股有限公司","2011-05-23"
"01151","依利安達","依利安達集團有限公司","2011-07-08"
"01152","正乾金融控股","正乾金融控股有限公司","2011-10-28"
"01153","佳源服務","佳源服務控股有限公司","2020-12-09"
"01155","星辰通信","星辰通信國際控股有限公司","2007-07-05"
"01156","興源動力","興源動力控股有限公司","2011-06-17"
"01156","CHINANEWENERGY","CHINA NEW ENERGY LIMITED","2020-07-15"
"01157","中聯重科","中聯重科股份有限公司","2010-12-23"
"01158","開元酒店","浙江開元酒店管理股份有限公司","2019-03-11"
"01159","星光文化","星光文化娛樂集團有限公司","1998-03-13"
"01160","優創金融","優創金融集團控股有限公司","2004-04-02"
"01161","奧思集團","奧思集團有限公司","2002-03-11"
"01162","瑩嵐集團","瑩嵐集團有限公司","2020-04-20"
"01163","德金資源","德金資源集團有限公司","1999-11-11"
"01163","虎視傳媒","虎視傳媒有限公司","2020-07-10"
"01164","中廣核礦業","中廣核礦業有限公司","2003-08-04"
"01165","順風清潔能源","順風國際清潔能源有限公司","2011-07-13"
"01166","星凱控股","星凱控股有限公司","1996-12-12"
"01167","飛穎集團","飛穎集團有限公司","2012-06-29"
"01167","加科思-B","加科思藥業集團有限公司","2020-12-21"
"01168","百仕達控股","百仕達控股有限公司","1998-06-08"
"01169","海爾電器","海爾電器集團有限公司","1997-12-23"
"01170","信星集團","信星鞋業集團有限公司","1994-09-29"
"01171","兗礦能源","兗礦能源集團股份有限公司","1998-04-01"
"01172","融太集團","融太集團股份有限公司","1996-06-12"
"01173","威高國際","威高國際控股有限公司","1999-04-19"
"01174","太平洋恩利","太平洋恩利國際控股有限公司","1994-10-03"
"01175","鮮馳達控股","鮮馳達控股集團有限公司","2004-12-17"
"01176","珠光控股","珠光控股集團有限公司","1996-12-09"
"01177","中國生物製藥","中國生物製藥有限公司","2003-12-08"
"01178","匯銀控股集團","匯銀控股集團有限公司","2003-02-10"
"01179","美麗寶國際","美麗寶國際控股有限公司","1996-12-06"
"01179","華住集團-S","華住集團有限公司","2020-09-22"
"01180","匯彩控股","匯彩控股有限公司","1997-01-20"
"01181","唐宮中國","唐宮(中國)控股有限公司","2011-04-19"
"01182","勝龍國際","勝龍國際控股有限公司","1994-10-17"
"01183","澳能建設","澳能建設控股有限公司","2018-02-13"
"01184","S.A.S. DRAGON","時捷集團有限公司","1994-10-17"
"01185","中國航天萬源","中國航天萬源國際(集團)有限公司","1997-08-11"
"01186","中國鐵建","中國鐵建股份有限公司","2008-03-13"
"01187","漢唐國際控股","漢唐國際控股有限公司","1999-06-08"
"01188","正道集團","正道集團有限公司","1995-04-06"
"01189","大灣區聚變力量","大灣區聚變力量控股有限公司","1997-10-06"
"01190","航標控股","航標控股有限公司","2012-07-13"
"01191","中國中石控股","中國中石控股有限公司","1994-10-26"
"01192","泰山石化","泰山石化集團有限公司","1998-06-17"
"01193","華潤燃氣","華潤燃氣控股有限公司","1994-11-07"
"01194","灣區黃金","灣區黃金集團有限公司","2004-10-12"
"01195","京維集團","京維集團有限公司","2003-01-20"
"01196","偉祿集團","偉祿集團控股有限公司","1997-01-20"
"01197","中國恆石","中國恆石基業有限公司","2015-12-21"
"01198","皇朝家居","皇朝家居控股有限公司","2002-05-15"
"01199","中遠海運港口","中遠海運港口有限公司","1994-12-19"
"01200","美聯集團","美聯集團有限公司","1995-06-08"
"01201","天臣控股","天臣控股有限公司","1998-06-23"
"01202","成都普天電纜股份","成都普天電纜股份有限公司","1994-12-13"
"01203","廣南(集團)","粵海廣南(集團)有限公司","1994-12-09"
"01205","中信資源","中信資源控股有限公司","1997-09-08"
"01206","同方泰德","同方泰德國際科技有限公司","2011-10-27"
"01207","上置集團","上置集團有限公司","1999-12-10"
"01208","五礦資源","五礦資源有限公司","1994-12-15"
"01209","華潤萬象生活","華潤萬象生活有限公司","2020-12-09"
"01210","克莉絲汀","克莉絲汀國際控股有限公司","2012-02-23"
"01211","比亞迪股份","比亞迪股份有限公司","2002-07-31"
"01212","利福國際","利福國際集團有限公司","2004-04-15"
"01213","萬保剛集團","萬保剛集團有限公司","2001-05-07"
"01215","開源控股","開源控股有限公司","1997-01-17"
"01216","中原銀行","中原銀行股份有限公司","2017-07-19"
"01217","中國創新投資","中國創新投資有限公司","2002-08-28"
"01218","永義國際","永義國際集團有限公司","1995-01-30"
"01219","天喔國際","天喔國際控股有限公司","2013-09-17"
"01220","志道國際","志道國際(控股)有限公司","1997-09-23"
"01221","SINO HOTELS","信和酒店(集團)有限公司","1995-03-08"
"01222","WANG ON GROUP","宏安集團有限公司","1995-02-28"
"01223","新灃集團","新灃集團有限公司","1995-03-01"
"01224","中渝置地","中渝置地控股有限公司","1999-04-30"
"01225","隆成金融","隆成金融集團有限公司","1998-12-18"
"01226","中國投融資","中國投融資集團有限公司","2002-09-19"
"01227","國盛投資","國盛投資基金有限公司","2002-09-27"
"01228","奇峰國際","奇峰國際集團有限公司","2001-09-18"
"01228","北海康成-B","北海康成製藥有限公司","2021-12-10"
"01229","南南資源","南南資源實業有限公司","1995-04-13"
"01230","雅士利國際","雅士利國際控股有限公司","2010-11-01"
"01231","新礦資源","新礦資源有限公司","2011-07-04"
"01232","金輪天地控股","金輪天地控股有限公司","2013-01-16"
"01233","時代地產","時代中國控股有限公司","2013-12-11"
"01234","中國利郎","中國利郎有限公司","2009-09-25"
"01235","專業旅運","專業旅運(亞洲)企業有限公司","2011-09-29"
"01236","國農控股","國農控股有限公司","2011-08-29"
"01237","中科生物","中科生物控股有限公司","2012-07-06"
"01238","寶龍地產","寶龍地產控股有限公司","2009-10-14"
"01239","TEAMWAY INTL GP","Teamway International Group Holdings Limited","2011-11-18"
"01240","青建國際","青建國際控股有限公司","2012-10-18"
"01241","雙樺控股","雙樺控股有限公司","2011-06-30"
"01243","宏安地產","宏安地產有限公司","2016-04-12"
"01245","NIRAKU","Niraku GC Holdings,Inc.","2015-04-08"
"01246","保集健康","保集健康控股有限公司","2013-10-16"
"01247","米格國際控股","米格國際控股有限公司","2014-01-15"
"01248","天兆豬業","四川天兆豬業股份有限公司","2020-10-29"
"01249","通力電子","通力電子控股有限公司","2013-08-14"
"01250","北控清潔能源集團","北控清潔能源集團有限公司","2013-07-05"
"01251","華油能源","華油能源集團有限公司","2011-12-23"
"01252","中國天瑞水泥","中國天瑞集團水泥有限公司","2011-12-23"
"01253","中國綠地博大綠澤","中國綠地博大綠澤集團有限公司","2014-07-21"
"01255","TATA健康","TATA健康國際控股有限公司","2013-07-11"
"01257","中國光大綠色環保","中國光大綠色環保有限公司","2017-05-08"
"01258","中國有色礦業","中國有色礦業有限公司","2012-06-29"
"01259","未來發展控股","未來發展控股有限公司","2011-07-15"
"01260","皓天財經集團","皓天財經集團控股有限公司","2012-03-30"
"01262","蠟筆小新食品","蠟筆小新休閑食品集團有限公司","2011-12-09"
"01263","栢能集團","栢能集團有限公司","2012-01-12"
"01265","天津津燃公用","天津津燃公用事業股份有限公司","2011-10-18"
"01266","西王特鋼","西王特鋼有限公司","2012-02-23"
"01268","美東汽車","中國美東汽車控股有限公司","2013-12-05"
"01269","首控集團","中國首控集團有限公司","2011-11-23"
"01270","朗廷-SS","朗廷酒店投資與朗廷酒店投資有限公司","2013-05-30"
"01271","佳明集團控股","佳明集團控股有限公司","2013-08-09"
"01272","大唐環境","大唐環境產業集團股份有限公司","2016-11-15"
"01273","香港信貸","香港信貸集團有限公司","2013-10-02"
"01277","力量發展","力量發展集團有限公司","2012-03-23"
"01278","中國新城鎮","中國新城鎮發展有限公司","2010-10-22"
"01280","奇點國際","奇點國際有限公司","2010-03-25"
"01281","隆基泰和智慧能源","隆基泰和智慧能源控股有限公司","2012-01-12"
"01282","寶新金融","寶新金融集團有限公司","2010-12-15"
"01283","中國汽車系統","中國汽車系統技術有限公司","2010-11-26"
"01283","高昇集團控股","高昇集團控股有限公司","2019-10-18"
"01285","嘉士利集團","嘉士利集團有限公司","2014-09-25"
