"Stkcd","Stknme","Conme","Listdt"
"603885","吉祥航空","上海吉祥航空股份有限公司","2015-05-27"
"603886","元祖股份","上海元祖梦果子股份有限公司","2016-12-28"
"603887","城地香江","上海城地香江数据科技股份有限公司","2016-10-10"
"603888","新华网","新华网股份有限公司","2016-10-28"
"603889","新澳股份","浙江新澳纺织股份有限公司","2014-12-31"
"603890","春秋电子","苏州春秋电子科技股份有限公司","2017-12-12"
"603893","瑞芯微","瑞芯微电子股份有限公司","2020-02-07"
"603895","天永智能","上海天永智能装备股份有限公司","2018-01-22"
"603896","寿仙谷","浙江寿仙谷医药股份有限公司","2017-05-10"
"603897","长城科技","浙江长城电工科技股份有限公司","2018-04-10"
"603898","好莱客","广州好莱客创意家居股份有限公司","2015-02-17"
"603899","晨光股份","上海晨光文具股份有限公司","2015-01-27"
"603900","莱绅通灵","莱绅通灵珠宝股份有限公司","2016-11-23"
"603901","永创智能","杭州永创智能设备股份有限公司","2015-05-29"
"603903","中持股份","中持水务股份有限公司","2017-03-14"
"603906","龙蟠科技","江苏龙蟠科技股份有限公司","2017-04-10"
"603908","牧高笛","牧高笛户外用品股份有限公司","2017-03-07"
"603909","建发合诚","建发合诚工程咨询股份有限公司","2016-06-28"
"603912","佳力图","南京佳力图机房环境技术股份有限公司","2017-11-01"
"603915","国茂股份","江苏国茂减速机股份有限公司","2019-06-14"
"603916","苏博特","江苏苏博特新材料股份有限公司","2017-11-10"
"603917","合力科技","宁波合力科技股份有限公司","2017-12-04"
"603918","金桥信息","上海金桥信息股份有限公司","2015-05-28"
"603919","金徽酒","金徽酒股份有限公司","2016-03-10"
"603920","世运电路","广东世运电路科技股份有限公司","2017-04-26"
"603922","金鸿顺","苏州金鸿顺汽车部件股份有限公司","2017-10-23"
"603926","铁流股份","浙江铁流离合器股份有限公司","2017-05-10"
"603927","中科软","中科软科技股份有限公司","2019-09-09"
"603928","兴业股份","苏州兴业材料科技股份有限公司","2016-12-12"
"603929","亚翔集成","亚翔系统集成科技(苏州)股份有限公司","2016-12-30"
"603931","格林达","杭州格林达电子材料股份有限公司","2020-08-19"
"603933","睿能科技","福建睿能科技股份有限公司","2017-07-06"
"603936","博敏电子","博敏电子股份有限公司","2015-12-09"
"603937","丽岛新材","江苏丽岛新材料股份有限公司","2017-11-02"
"603938","三孚股份","唐山三孚硅业股份有限公司","2017-06-28"
"603939","益丰药房","益丰大药房连锁股份有限公司","2015-02-17"
"603948","建业股份","浙江建业化工股份有限公司","2020-03-02"
"603949","雪龙集团","雪龙集团股份有限公司","2020-03-10"
"603950","长源东谷","襄阳长源东谷实业股份有限公司","2020-05-26"
"603955","大千生态","大千生态环境集团股份有限公司","2017-03-10"
"603956","威派格","上海威派格智慧水务股份有限公司","2019-02-22"
"603958","哈森股份","哈森商贸(中国)股份有限公司","2016-06-29"
"603959","百利科技","湖南百利工程科技股份有限公司","2016-05-17"
"603960","克来机电","上海克来机电自动化工程股份有限公司","2017-03-14"
"603963","大理药业","大理药业股份有限公司","2017-09-22"
"603966","法兰泰克","法兰泰克重工股份有限公司","2017-01-25"
"603967","中创物流","中创物流股份有限公司","2019-04-29"
"603968","醋化股份","南通醋酸化工股份有限公司","2015-05-18"
"603969","银龙股份","天津银龙预应力材料股份有限公司","2015-02-27"
"603970","中农立华","中农立华生物科技股份有限公司","2017-11-16"
"603976","正川股份","重庆正川医药包装材料股份有限公司","2017-08-22"
"603977","国泰集团","江西国泰集团股份有限公司","2016-11-11"
"603978","深圳新星","深圳市新星轻合金材料股份有限公司","2017-08-07"
"603979","金诚信","金诚信矿业管理股份有限公司","2015-06-30"
"603980","吉华集团","浙江吉华集团股份有限公司","2017-06-15"
"603982","泉峰汽车","南京泉峰汽车精密技术股份有限公司","2019-05-22"
"603983","丸美股份","广东丸美生物技术股份有限公司","2019-07-25"
"603985","恒润股份","江阴市恒润重工股份有限公司","2017-05-05"
"603986","兆易创新","北京兆易创新科技股份有限公司","2016-08-18"
"603987","康德莱","上海康德莱企业发展集团股份有限公司","2016-11-21"
"603988","中电电机","中电电机股份有限公司","2014-11-04"
"603989","艾华集团","湖南艾华集团股份有限公司","2015-05-15"
"603990","麦迪科技","苏州麦迪斯顿医疗科技股份有限公司","2016-12-08"
"603991","至正股份","深圳至正高分子材料股份有限公司","2017-03-08"
"603992","松霖科技","厦门松霖科技股份有限公司","2019-08-26"
"603993","洛阳钼业","洛阳栾川钼业集团股份有限公司","2012-10-09"
"603995","甬金股份","浙江甬金金属科技股份有限公司","2019-12-24"
"603996","退市中新","中新科技集团股份有限公司","2015-12-22"
"603997","继峰股份","宁波继峰汽车零部件股份有限公司","2015-03-02"
"603998","方盛制药","湖南方盛制药股份有限公司","2014-12-05"
"603999","读者传媒","读者出版传媒股份有限公司","2015-12-10"
"605001","威奥股份","青岛威奥轨道股份有限公司","2020-05-22"
"605003","众望布艺","众望布艺股份有限公司","2020-09-08"
"605005","合兴股份","合兴汽车电子股份有限公司","2021-01-19"
"605006","山东玻纤","山东玻纤集团股份有限公司","2020-09-03"
"605007","五洲特纸","五洲特种纸业集团股份有限公司","2020-11-10"
"605008","长鸿高科","宁波长鸿高分子科技股份有限公司","2020-08-21"
"605009","豪悦护理","杭州豪悦护理用品股份有限公司","2020-09-11"
"605011","杭州热电","杭州热电集团股份有限公司","2021-06-30"
"605016","百龙创园","山东百龙创园生物科技股份有限公司","2021-04-21"
"605018","长华股份","浙江长华汽车零部件股份有限公司","2020-09-29"
"605020","永和股份","浙江永和制冷股份有限公司","2021-07-09"
"605028","世茂能源","宁波世茂能源股份有限公司","2021-07-12"
"605033","美邦股份","陕西美邦药业集团股份有限公司","2021-09-16"
"605050","福然德","福然德股份有限公司","2020-09-24"
"605055","迎丰股份","浙江迎丰科技股份有限公司","2021-01-29"
"605056","咸亨国际","咸亨国际科技股份有限公司","2021-07-20"
"605058","澳弘电子","常州澳弘电子股份有限公司","2020-10-21"
"605060","联德股份","杭州联德精密机械股份有限公司","2021-03-01"
"605066","天正电气","浙江天正电气股份有限公司","2020-08-07"
"605068","明新旭腾","明新旭腾新材料股份有限公司","2020-11-23"
"605069","正和生态","北京正和恒基滨水生态环境治理股份有限公司","2021-08-16"
"605077","华康股份","浙江华康药业股份有限公司","2021-02-09"
"605080","浙江自然","浙江大自然户外用品股份有限公司","2021-05-06"
"605081","太和水","上海太和水科技发展股份有限公司","2021-02-09"
"605086","龙高股份","龙岩高岭土股份有限公司","2021-04-16"
"605088","冠盛股份","温州市冠盛汽车零部件集团股份有限公司","2020-08-17"
"605089","味知香","苏州市味知香食品股份有限公司","2021-04-27"
"605090","九丰能源","江西九丰能源股份有限公司","2021-05-25"
"605098","行动教育","上海行动教育科技股份有限公司","2021-04-21"
"605099","共创草坪","江苏共创人造草坪股份有限公司","2020-09-30"
"605100","华丰股份","华丰动力股份有限公司","2020-08-11"
"605108","同庆楼","同庆楼餐饮股份有限公司","2020-07-16"
"605111","新洁能","无锡新洁能股份有限公司","2020-09-28"
"605116","奥锐特","奥锐特药业股份有限公司","2020-09-21"
"605117","德业股份","宁波德业科技股份有限公司","2021-04-20"
"605118","力鼎光电","厦门力鼎光电股份有限公司","2020-07-30"
"605122","四方新材","重庆四方新材股份有限公司","2021-03-10"
"605123","派克新材","无锡派克新材料科技股份有限公司","2020-08-25"
"605128","上海沿浦","上海沿浦金属制品股份有限公司","2020-09-15"
"605133","嵘泰股份","江苏嵘泰工业股份有限公司","2021-02-24"
"605136","丽人丽妆","上海丽人丽妆化妆品股份有限公司","2020-09-29"
"605138","盛泰集团","浙江盛泰服装集团股份有限公司","2021-10-27"
"605151","西上海","西上海汽车服务股份有限公司","2020-12-15"
"605155","西大门","浙江西大门新材料股份有限公司","2020-12-31"
"605158","华达新材","浙江华达新型材料股份有限公司","2020-08-05"
"605162","新中港","浙江新中港热电股份有限公司","2021-07-07"
"605166","聚合顺","杭州聚合顺新材料股份有限公司","2020-06-18"
"605167","利柏特","江苏利柏特股份有限公司","2021-07-26"
"605168","三人行","三人行传媒集团股份有限公司","2020-05-28"
"605169","洪通燃气","新疆洪通燃气股份有限公司","2020-10-30"
"605177","东亚药业","浙江东亚药业股份有限公司","2020-11-25"
"605178","时空科技","北京新时空科技股份有限公司","2020-08-21"
"605179","一鸣食品","浙江一鸣食品股份有限公司","2020-12-28"
"605180","华生科技","浙江华生科技股份有限公司","2021-04-30"
"605183","确成股份","确成硅化学股份有限公司","2020-12-07"
"605186","健麾信息","上海健麾信息技术股份有限公司","2020-12-22"
"605188","国光连锁","江西国光商业连锁股份有限公司","2020-07-28"
"605189","富春染织","芜湖富春染织股份有限公司","2021-05-28"
"605196","华通线缆","河北华通线缆集团股份有限公司","2021-05-11"
"605198","德利股份","烟台北方安德利果汁股份有限公司","2020-09-18"
"605199","葫芦娃","海南葫芦娃药业集团股份有限公司","2020-07-10"
"605208","永茂泰","上海永茂泰汽车科技股份有限公司","2021-03-08"
"605218","伟时电子","伟时电子股份有限公司","2020-09-28"
"605222","起帆电缆","上海起帆电缆股份有限公司","2020-07-31"
"605228","神通科技","神通科技集团股份有限公司","2021-01-20"
"605255","天普股份","宁波市天普橡胶科技股份有限公司","2020-08-25"
"605258","协和电子","江苏协和电子股份有限公司","2020-12-03"
"605259","绿田机械","绿田机械股份有限公司","2021-06-15"
"605266","健之佳","云南健之佳健康连锁店股份有限公司","2020-12-01"
"605268","王力安防","王力安防科技股份有限公司","2021-02-24"
"605277","新亚电子","新亚电子股份有限公司","2021-01-06"
"605286","同力日升","江苏同力日升机械股份有限公司","2021-03-22"
"605287","德才股份","德才装饰股份有限公司","2021-07-06"
"605288","凯迪股份","常州市凯迪电器股份有限公司","2020-06-01"
"605289","罗曼股份","上海罗曼照明科技股份有限公司","2021-04-26"
"605296","神农集团","云南神农农业产业集团股份有限公司","2021-05-28"
"605298","必得科技","江苏必得科技股份有限公司","2021-03-01"
"605299","舒华体育","舒华体育股份有限公司","2020-12-15"
"605300","佳禾食品","佳禾食品工业股份有限公司","2021-04-30"
"605303","园林股份","杭州市园林绿化股份有限公司","2021-03-01"
