Stkcd,Trddt,Opnprc,Clsprc
600918,2022/6/1,7.24,7.21
600919,2022/6/1,6.45,6.4
600926,2022/6/1,13.55,13.26
600927,2022/6/1,18.88,19.23
600928,2022/6/1,3.68,3.71
600929,2022/6/1,8.28,8.19
600933,2022/6/1,13.99,14.18
600935,2022/6/1,5.36,5.38
600936,2022/6/1,3.25,3.58
600938,2022/6/1,19,18.97
600939,2022/6/1,4.68,4.63
600941,2022/6/1,64.64,63.79
600955,2022/6/1,28,28.15
600956,2022/6/1,12.04,12.06
600958,2022/6/1,9.27,9.23
600959,2022/6/1,3.4,3.44
600960,2022/6/1,4.6,4.76
600961,2022/6/1,8.8,8.65
600962,2022/6/1,12.03,12.03
600963,2022/6/1,6.09,6.1
600965,2022/6/1,6.75,6.8
600966,2022/6/1,7.29,7.27
600967,2022/6/1,8.94,8.97
600968,2022/6/1,2.72,2.76
600969,2022/6/1,9.07,8.88
600970,2022/6/1,8.48,8.39
600971,2022/6/1,7.7,7.85
600973,2022/6/1,4.53,4.58
600975,2022/6/1,7.99,7.78
600976,2022/6/1,43.3,43.92
600977,2022/6/1,10.86,10.85
600979,2022/6/1,3.3,3.37
600980,2022/6/1,14.79,14.92
600981,2022/6/1,3.09,3.06
600982,2022/6/1,5.36,5.38
600983,2022/6/1,7.93,7.94
600984,2022/6/1,7.53,7.44
600985,2022/6/1,15.28,15.57
600986,2022/6/1,5.1,5.12
600987,2022/6/1,5.41,5.39
600988,2022/6/1,15.6,15.45
600989,2022/6/1,15.5,15.56
600990,2022/6/1,42.1,43
600992,2022/6/1,13.15,13.44
600993,2022/6/1,20.99,20.97
600995,2022/6/1,14.25,14.93
600996,2022/6/1,7.01,7.35
600997,2022/6/1,7.89,8.1
600998,2022/6/1,11.85,11.88
600999,2022/6/1,12.92,12.95
601000,2022/6/1,2.72,2.74
601001,2022/6/1,14.65,15.13
601002,2022/6/1,5.17,5.16
601003,2022/6/1,4.27,4.25
601005,2022/6/1,1.86,1.87
601006,2022/6/1,6.69,6.69
601007,2022/6/1,10.14,9.77
601008,2022/6/1,4.2,4.33
601009,2022/6/1,10.85,10.93
601010,2022/6/1,3.12,3.13
601011,2022/6/1,4.17,4.19
601012,2022/6/1,79.2,78.7
601015,2022/6/1,5.71,5.76
601016,2022/6/1,4.55,4.55
601018,2022/6/1,4.02,4.1
601019,2022/6/1,6.56,6.61
601020,2022/6/1,13.81,14.13
601021,2022/6/1,48.5,47.42
601028,2022/6/1,19.75,19.88
601038,2022/6/1,12.2,12.1
601058,2022/6/1,11.56,11.08
601066,2022/6/1,22.39,22.12
601068,2022/6/1,4.7,4.65
601069,2022/6/1,11.53,11.45
601077,2022/6/1,3.86,3.86
601086,2022/6/1,4.16,4.15
601088,2022/6/1,33.51,33.79
601098,2022/6/1,10.18,10.19
601099,2022/6/1,2.74,2.73
601100,2022/6/1,52.6,52.5
601101,2022/6/1,9.3,9.72
601106,2022/6/1,3.04,3.03
601107,2022/6/1,4.18,4.35
601108,2022/6/1,7.18,7.15
601111,2022/6/1,9.67,9.52
601113,2022/6/1,4.59,4.53
601116,2022/6/1,9.91,10.47
601117,2022/6/1,9.37,9.37
601118,2022/6/1,4.72,4.75
601126,2022/6/1,14.45,14.84
601127,2022/6/1,52.99,57.79
601128,2022/6/1,7.26,7.18
601137,2022/6/1,13.73,13.7
601138,2022/6/1,9.35,9.37
601139,2022/6/1,6.94,6.96
601155,2022/6/1,24.31,24.63
601156,2022/6/1,22.68,22.09
601158,2022/6/1,5.75,5.7
601162,2022/6/1,3.03,3.04
601163,2022/6/1,11.65,11.68
601166,2022/6/1,19.7,19.56
601168,2022/6/1,11.95,11.99
601169,2022/6/1,4.42,4.43
601177,2022/6/1,8.22,8.27
601179,2022/6/1,4.79,4.93
601186,2022/6/1,7.92,7.89
601187,2022/6/1,5.81,5.84
601188,2022/6/1,3.18,3.19
601198,2022/6/1,8.18,8.14
601199,2022/6/1,7.08,7.52
601200,2022/6/1,10.08,10.04
601208,2022/6/1,12.91,13.4
601211,2022/6/1,14.51,14.42
601212,2022/6/1,2.75,2.75
601216,2022/6/1,4.33,4.32
601218,2022/6/1,4.68,4.75
601222,2022/6/1,8.01,8.25
601225,2022/6/1,19.1,19.34
601226,2022/6/1,4.79,4.8
601228,2022/6/1,3.51,3.59
601229,2022/6/1,6.41,6.41
601231,2022/6/1,12.63,12.61
601233,2022/6/1,17.05,16.8
601236,2022/6/1,7.88,7.88
601238,2022/6/1,15.2,15.93
601258,2022/6/1,1.38,1.41
601279,2022/6/1,6.16,6.69
601288,2022/6/1,3.03,3.01
601298,2022/6/1,5.69,5.76
601311,2022/6/1,9.25,9.35
601318,2022/6/1,44.25,44.17
601319,2022/6/1,4.65,4.61
601326,2022/6/1,2.87,2.93
601328,2022/6/1,4.92,4.92
601330,2022/6/1,7.48,7.53
601333,2022/6/1,2.27,2.25
601336,2022/6/1,28.13,28.08
601339,2022/6/1,5.79,5.81
601360,2022/6/1,8.25,8.28
601366,2022/6/1,6.33,6.34
601368,2022/6/1,6.16,6.13
601369,2022/6/1,8.72,8.72
601375,2022/6/1,3.92,3.91
601377,2022/6/1,6.19,6.15
601388,2022/6/1,3.53,3.64
601390,2022/6/1,6.57,6.53
601398,2022/6/1,4.65,4.65
601399,2022/6/1,3.17,3.19
601456,2022/6/1,10.25,10.07
601500,2022/6/1,4.31,4.31
601512,2022/6/1,9.05,9.12
601515,2022/6/1,4.35,4.39
601518,2022/6/1,2.77,2.8
601519,2022/6/1,5.38,5.34
601528,2022/6/1,8.26,8.33
601555,2022/6/1,6.46,6.45
601566,2022/6/1,8.33,8.35
601567,2022/6/1,10.1,9.99
601568,2022/6/1,6.77,6.73
601577,2022/6/1,7.62,7.61
601579,2022/6/1,13.2,12.75
601588,2022/6/1,2.31,2.29
601595,2022/6/1,10.16,10.27
601598,2022/6/1,3.95,4.03
601599,2022/6/1,3.87,3.92
601600,2022/6/1,5.05,5.02
601601,2022/6/1,21.21,21.13
601606,2022/6/1,11.5,11.91
601607,2022/6/1,17.89,17.71
601608,2022/6/1,3.62,3.59
601609,2022/6/1,7.28,7.27
601611,2022/6/1,8.47,8.47
601615,2022/6/1,25.31,25.12
601616,2022/6/1,3.21,3.19
601618,2022/6/1,3.52,3.5
601619,2022/6/1,4.15,4.21
601628,2022/6/1,24.83,24.8
601633,2022/6/1,34,33.79
601636,2022/6/1,10.94,10.91
601658,2022/6/1,5.23,5.17
601665,2022/6/1,5.01,4.99
601666,2022/6/1,15.06,15.88
601668,2022/6/1,5.5,5.52
601669,2022/6/1,7.76,7.67
601677,2022/6/1,23.59,22.63
601678,2022/6/1,5.93,5.89
601686,2022/6/1,7.69,7.64
601688,2022/6/1,13.34,13.26
601689,2022/6/1,58.49,56.67
601696,2022/6/1,12.01,11.89
601698,2022/6/1,10.93,10.96
601699,2022/6/1,15.73,16.21
601700,2022/6/1,4.76,4.8
601702,2022/6/1,9.63,10
601717,2022/6/1,13.08,13.39
601718,2022/6/1,3.04,3.13
601727,2022/6/1,4.07,4.16
601728,2022/6/1,3.88,3.89
601766,2022/6/1,5.05,5.07
601777,2022/6/1,4.58,4.64
601778,2022/6/1,5.25,5.24
601788,2022/6/1,11.5,11.48
601789,2022/6/1,6.1,6.1
601798,2022/6/1,7.51,7.68
601799,2022/6/1,156.09,148.2
601800,2022/6/1,9.58,9.63
601801,2022/6/1,5.07,5.1
601808,2022/6/1,15.05,15.23
601811,2022/6/1,9.22,9.3
601816,2022/6/1,4.84,4.7
601818,2022/6/1,3.12,3.1
601825,2022/6/1,6.47,6.5
601827,2022/6/1,7.04,7.08
601828,2022/6/1,5.5,5.54
601838,2022/6/1,15.28,15.49
601857,2022/6/1,5.6,5.55
601858,2022/6/1,8.18,8.22
601860,2022/6/1,2.87,2.9
601865,2022/6/1,43.62,43.18
601866,2022/6/1,3.17,3.24
601868,2022/6/1,2.32,2.31
601869,2022/6/1,27.48,27.86
601872,2022/6/1,6,6.66
601877,2022/6/1,36.4,36.2
601878,2022/6/1,9.5,9.61
601880,2022/6/1,1.72,1.75
601881,2022/6/1,8.83,8.8
601882,2022/6/1,17.61,18.2
601886,2022/6/1,6.01,5.81
601888,2022/6/1,178,175.92
601890,2022/6/1,7.49,7.71
601898,2022/6/1,9.96,10.27
601899,2022/6/1,10.05,9.86
601900,2022/6/1,8.19,8.2
601901,2022/6/1,6.25,6.23
601908,2022/6/1,6.32,6.3
601916,2022/6/1,3.26,3.26
601918,2022/6/1,5.34,5.42
601919,2022/6/1,15.23,15.39
601921,2022/6/1,8,8.09
601928,2022/6/1,7.74,7.72
601929,2022/6/1,2.04,2.1
601933,2022/6/1,4.41,4.35
601939,2022/6/1,5.99,5.97
601949,2022/6/1,4.82,4.88
601952,2022/6/1,16.31,16.09
601956,2022/6/1,6,6.1
601958,2022/6/1,7.4,7.5
601963,2022/6/1,7.74,7.73
601965,2022/6/1,14.98,15.13
601966,2022/6/1,21.99,21.77
601968,2022/6/1,7.12,7.08
601969,2022/6/1,8.19,8.35
601975,2022/6/1,3.28,3.57
601985,2022/6/1,7.25,7.15
601988,2022/6/1,3.19,3.19
601989,2022/6/1,3.64,3.71
601990,2022/6/1,7.57,7.58
601991,2022/6/1,2.49,2.51
601992,2022/6/1,2.82,2.84
601995,2022/6/1,38.15,38.08
601996,2022/6/1,2.96,3
601997,2022/6/1,6.07,6.06
601998,2022/6/1,4.65,4.65
601999,2022/6/1,5.86,6.02
603000,2022/6/1,10.07,10.67
603001,2022/6/1,7.68,7.82
603002,2022/6/1,5.66,5.68
603003,2022/6/1,6.93,6.97
603005,2022/6/1,19.88,19.68
603006,2022/6/1,8.82,8.79
603007,2022/6/1,3.94,3.93
603008,2022/6/1,27.19,27.25
603009,2022/6/1,6.22,6.31
603010,2022/6/1,16.35,16.45
603011,2022/6/1,6.03,6.05
603012,2022/6/1,5.78,5.85
603013,2022/6/1,14.49,14.79
603015,2022/6/1,6.05,6.06
603016,2022/6/1,17.28,17.96
603017,2022/6/1,9.97,10.06
603018,2022/6/1,9.09,8.98
603019,2022/6/1,24.8,24.74
603020,2022/6/1,9.85,9.82
603021,2022/6/1,4.88,4.94
603022,2022/6/1,9.18,9.01
603023,2022/6/1,4.78,5.25
603025,2022/6/1,19.99,19.88
603026,2022/6/1,107.95,108.3
603027,2022/6/1,17.88,17.72
603028,2022/6/1,8.58,8.48
603029,2022/6/1,12.41,12.48
603030,2022/6/1,2.99,3
603031,2022/6/1,41.25,42.51
603032,2022/6/1,86,87.23
603033,2022/6/1,27.24,25.33
603035,2022/6/1,15.15,15.79
603036,2022/6/1,8.55,8.58
603037,2022/6/1,15.85,16.18
603038,2022/6/1,8.13,8.28
603039,2022/6/1,37.89,38.17
603040,2022/6/1,16.31,16.65
603041,2022/6/1,11.43,11.39
603042,2022/6/1,9.66,9.77
603043,2022/6/1,23,23.02
603045,2022/6/1,16.06,16.35
603048,2022/6/1,18.44,18.55
603050,2022/6/1,12.7,13.13
603051,2022/6/1,39.45,40.81
603053,2022/6/1,9.25,9.28
603055,2022/6/1,10.7,11.05
603056,2022/6/1,13.62,13.61
603058,2022/6/1,7.23,7.12
603059,2022/6/1,17.85,18.02
603060,2022/6/1,14.35,14.02
603063,2022/6/1,30.76,30.25
603067,2022/6/1,12.03,11.78
603068,2022/6/1,31,31.24
603069,2022/6/1,15.99,15.99
603070,2022/6/1,17.4,18.01
603071,2022/6/1,19.2,19.25
603076,2022/6/1,33.35,33.29
603077,2022/6/1,3.4,3.39
603078,2022/6/1,23,23.71
603079,2022/6/1,12.78,12.8
603080,2022/6/1,13.42,13.71
603081,2022/6/1,10.65,10.84
603083,2022/6/1,10.04,10.25
603085,2022/6/1,7.49,7.64
603086,2022/6/1,15.32,15.17
603087,2022/6/1,42.62,42.7
603088,2022/6/1,6.45,6.42
603089,2022/6/1,7.84,7.81
603090,2022/6/1,25.5,25.43
603093,2022/6/1,10.09,10.07
603095,2022/6/1,21.1,21.46
603096,2022/6/1,18.36,18.43
603097,2022/6/1,27.5,29.36
603098,2022/6/1,34.82,34.68
603099,2022/6/1,8.33,8.34
603100,2022/6/1,15.76,15.82
603101,2022/6/1,6.86,6.81
603102,2022/6/1,38.28,38.95
603103,2022/6/1,11.22,11.3
603105,2022/6/1,10.26,10.31
603106,2022/6/1,4.85,4.91
603108,2022/6/1,9.34,9.32
603109,2022/6/1,13.86,14.08
603110,2022/6/1,38.23,38.98
603111,2022/6/1,4.58,4.55
603112,2022/6/1,15,14.91
603113,2022/6/1,10.5,10.65
603115,2022/6/1,21.97,22.18
603116,2022/6/1,5.33,5.34
603117,2022/6/1,2.25,2.28
603118,2022/6/1,6.94,6.95
603121,2022/6/1,8.9,9.02
603122,2022/6/1,13.35,13.08
603123,2022/6/1,13.25,13.02
603126,2022/6/1,7.24,7.21
603127,2022/6/1,106.6,102.26
603128,2022/6/1,10.13,10.11
603129,2022/6/1,119.48,117.81
603131,2022/6/1,14.87,14.58
603132,2022/6/1,12.47,12.6
603133,2022/6/1,9.62,9.58
603136,2022/6/1,26.57,25.59
603138,2022/6/1,13.37,13.52
603139,2022/6/1,15.86,16.08
603150,2022/6/1,27.98,28.39
603155,2022/6/1,32.5,32.38
603156,2022/6/1,21.7,21.82
603158,2022/6/1,9.87,10.16
603159,2022/6/1,16.7,16.31
603160,2022/6/1,57.78,57.8
603161,2022/6/1,10.95,11.06
603165,2022/6/1,13.27,13.37
603166,2022/6/1,7.39,7.5
603167,2022/6/1,7.14,7.56
603168,2022/6/1,8.01,8.02
603169,2022/6/1,7.46,7.38
603171,2022/6/1,25.96,26.43
603176,2022/6/1,9.56,9.58
603177,2022/6/1,27.1,26.85
603178,2022/6/1,10.94,10.88
603179,2022/6/1,26.35,27.32
603180,2022/6/1,26.15,26.6
603181,2022/6/1,16.31,16.38
603183,2022/6/1,6.18,6.11
603185,2022/6/1,151.53,159
603186,2022/6/1,21.08,21.26
603187,2022/6/1,32.46,32.94
603188,2022/6/1,4.33,4.32
603189,2022/6/1,12.33,12.6
603191,2022/6/1,18.98,19.79
603192,2022/6/1,29.1,28.69
603195,2022/6/1,145.5,148.48
603196,2022/6/1,6.52,6.52
603197,2022/6/1,39.08,38.8
603198,2022/6/1,59.17,58.69
603199,2022/6/1,22.6,22.78
603200,2022/6/1,21.49,21.23
603203,2022/6/1,29.38,29.2
603206,2022/6/1,20,20.64
603208,2022/6/1,49.5,51.29
603209,2022/6/1,24.32,24.88
603212,2022/6/1,24.48,24.02
603213,2022/6/1,15.08,14.89
603214,2022/6/1,17.01,16.92
603215,2022/6/1,17.01,18.77
603216,2022/6/1,15.55,15.64
603217,2022/6/1,29.23,29.27
603218,2022/6/1,21.25,21.44
603219,2022/6/1,17.48,17.42
603220,2022/6/1,11.86,12.02
603221,2022/6/1,7.73,7.78
603222,2022/6/1,14.91,15.18
603223,2022/6/1,23.59,23.68
603225,2022/6/1,11.96,11.62
603226,2022/6/1,6.32,6.32
603227,2022/6/1,8.23,7.9
603228,2022/6/1,22.98,22.57
603229,2022/6/1,35.3,34.78
603230,2022/6/1,12.56,12.58
603232,2022/6/1,10.55,10.76
603233,2022/6/1,32.8,32.65
603236,2022/6/1,170.36,174.73
603238,2022/6/1,10.14,10.08
603239,2022/6/1,12.97,12.86
603256,2022/6/1,7.03,6.91
603258,2022/6/1,20.5,20.63
603259,2022/6/1,95,93.45
603260,2022/6/1,92,92.15
603261,2022/6/1,45.4,46.08
603266,2022/6/1,15.05,14.98
603267,2022/6/1,125.68,125.89
603268,2022/6/1,20.06,19.76
603269,2022/6/1,11.68,11.9
603272,2022/6/1,25.61,27.04
603277,2022/6/1,20.01,20.68
603278,2022/6/1,8.18,8.21
603279,2022/6/1,40,42.35
603283,2022/6/1,20.1,19.06
603286,2022/6/1,14.75,15.01
603288,2022/6/1,77.7,75.92
603289,2022/6/1,8.92,8.81
603290,2022/6/1,379.12,379.9
603297,2022/6/1,85.9,90.48
603298,2022/6/1,14.14,14.25
603299,2022/6/1,12.2,12
603300,2022/6/1,11.36,11.3
603301,2022/6/1,35.24,35
603303,2022/6/1,12.5,12.65
603305,2022/6/1,24.32,24.05
603306,2022/6/1,28.08,28.78
603308,2022/6/1,13.3,14.7
603309,2022/6/1,14.06,14.12
603311,2022/6/1,11.86,11.82
603313,2022/6/1,10.75,11.17
603315,2022/6/1,20.36,21.9
603316,2022/6/1,6.5,6.56
603317,2022/6/1,21.69,21.13
603319,2022/6/1,18,18.81
603320,2022/6/1,11.66,11.76
603321,2022/6/1,6.42,6.43
603322,2022/6/1,14.75,14.91
603323,2022/6/1,5.03,5
603324,2022/6/1,34.87,36.65
603326,2022/6/1,7.7,7.75
603327,2022/6/1,16.89,17.28
603328,2022/6/1,6.1,6.19
603329,2022/6/1,17.3,17.2
603330,2022/6/1,12.96,12.81
603331,2022/6/1,11.91,11.92
603332,2022/6/1,26.73,26.8
603333,2022/6/1,8.55,8.63
603335,2022/6/1,5.8,5.87
603336,2022/6/1,6.57,6.65
603337,2022/6/1,21.48,21.48
603338,2022/6/1,48.1,47.33
603339,2022/6/1,10.87,10.83
603345,2022/6/1,131.48,133.17
603348,2022/6/1,46.35,47.21
603351,2022/6/1,21.69,21.62
603353,2022/6/1,18.54,18.68
603355,2022/6/1,22.86,23.52
603356,2022/6/1,13.34,13.1
603357,2022/6/1,11.58,11.44
603358,2022/6/1,16.84,16.85
603359,2022/6/1,10.86,10.9
603360,2022/6/1,16.25,15.92
603363,2022/6/1,15.48,14.99
603365,2022/6/1,15.11,14.96
603366,2022/6/1,4.45,4.54
603367,2022/6/1,11.73,11.7
603368,2022/6/1,15.92,15.79
603369,2022/6/1,45.88,45.7
603377,2022/6/1,5.97,5.95
603378,2022/6/1,13.37,13.55
603379,2022/6/1,19.9,20.56
603380,2022/6/1,35.8,35.54
603383,2022/6/1,23.33,23.84
603385,2022/6/1,7.25,7.39
603386,2022/6/1,14.73,14.98
603387,2022/6/1,18.85,19.02
603388,2022/6/1,7.11,7.03
603389,2022/6/1,4.93,4.88
603390,2022/6/1,7.47,7.64
603392,2022/6/1,126.71,128.25
603393,2022/6/1,21.1,21.3
603396,2022/6/1,56.17,56.22
603398,2022/6/1,26.05,26.15
603399,2022/6/1,21.75,21.18
603408,2022/6/1,11.59,11.64
603416,2022/6/1,30.34,30.71
603421,2022/6/1,6.87,6.98
603429,2022/6/1,12.83,12.73
603439,2022/6/1,12.55,12.41
603444,2022/6/1,322,324.35
603456,2022/6/1,47,45.03
603458,2022/6/1,11.06,11.16
603466,2022/6/1,18.6,19.55
603477,2022/6/1,19.7,19.69
603486,2022/6/1,117.3,116
603488,2022/6/1,7.16,7.23
603489,2022/6/1,186.89,190.29
603496,2022/6/1,10.93,11.16
603499,2022/6/1,7.38,7.52
603500,2022/6/1,13.95,13.8
603501,2022/6/1,163,163
603505,2022/6/1,35.33,35.45
603506,2022/6/1,14.07,13.79
603507,2022/6/1,26.02,25.38
603508,2022/6/1,18.47,18.77
603511,2022/6/1,16.84,16.81
603515,2022/6/1,16.96,17.06
603516,2022/6/1,11.19,11.35
603517,2022/6/1,51.76,50.63
603518,2022/6/1,7.51,7.58
603519,2022/6/1,10.82,11.18
603520,2022/6/1,44.88,45.42
603527,2022/6/1,9.36,9.53
603528,2022/6/1,5.49,5.58
603529,2022/6/1,55,57.47
603530,2022/6/1,11.43,11.7
603533,2022/6/1,15.07,15.22
603535,2022/6/1,29.6,29.96
603536,2022/6/1,10.1,9.95
603538,2022/6/1,39.8,39.92
603551,2022/6/1,8.78,8.82
603555,2022/6/1,3.69,3.59
603556,2022/6/1,14.4,14.72
603557,2022/6/1,3.78,3.74
603558,2022/6/1,11.61,11.99
603559,2022/6/1,11.07,11.13
603565,2022/6/1,18.13,18.62
603566,2022/6/1,24.44,24.59
603567,2022/6/1,11.72,11.64
603568,2022/6/1,28.32,27.71
603569,2022/6/1,9.42,9.21
603577,2022/6/1,11.16,11.2
603578,2022/6/1,12.34,12.26
603579,2022/6/1,25.4,25.21
603580,2022/6/1,10.72,11.25
603583,2022/6/1,30.9,31.55
603585,2022/6/1,20.18,20.8
603586,2022/6/1,12.11,12.3
603587,2022/6/1,15.46,15.36
603588,2022/6/1,14.71,14.63
603589,2022/6/1,52.68,52.59
603590,2022/6/1,27.35,26.46
603595,2022/6/1,31.14,31.46
603596,2022/6/1,64.53,64.4
603598,2022/6/1,9.07,9.26
603599,2022/6/1,37.76,38.39
603600,2022/6/1,8.72,8.73
603601,2022/6/1,5.91,5.98
603602,2022/6/1,9.85,9.93
603603,2022/6/1,4.18,4.31
603605,2022/6/1,154.52,150.33
603606,2022/6/1,57.16,56.39
603607,2022/6/1,13.3,13.3
603608,2022/6/1,4.79,4.74
603609,2022/6/1,8.71,8.52
603610,2022/6/1,12.73,12.8
603611,2022/6/1,15.44,15.65
603612,2022/6/1,22.2,22.72
603613,2022/6/1,76.9,77.42
603615,2022/6/1,7.21,7.25
603616,2022/6/1,7.13,7.08
603617,2022/6/1,12.29,12.25
603618,2022/6/1,5.9,5.86
603619,2022/6/1,19.89,21.15
603626,2022/6/1,7.29,7.28
603628,2022/6/1,12.01,11.86
603629,2022/6/1,21.21,21.48
603630,2022/6/1,17.67,15.4
603633,2022/6/1,11.18,10.95
603636,2022/6/1,10.18,10.21
603637,2022/6/1,8.05,8.19
603638,2022/6/1,18.36,18.79
603639,2022/6/1,23.92,23.47
603648,2022/6/1,11.02,10.72
603650,2022/6/1,28.65,28.81
603655,2022/6/1,16.04,16.21
603656,2022/6/1,11.22,11.32
603657,2022/6/1,15.54,15.28
603658,2022/6/1,41.95,42.35
603659,2022/6/1,64.1,67.47
603660,2022/6/1,5.65,5.62
603661,2022/6/1,39.92,40.31
603662,2022/6/1,17.68,17.53
603663,2022/6/1,15.91,16.07
603665,2022/6/1,47,46.9
603666,2022/6/1,53.4,53.2
603667,2022/6/1,13.84,13.76
603668,2022/6/1,13.63,13.35
603669,2022/6/1,6.22,6.08
603676,2022/6/1,9.63,9.4
603677,2022/6/1,11,11.07
603678,2022/6/1,38.8,39.38
603679,2022/6/1,10.34,10.46
603680,2022/6/1,7.57,8
603681,2022/6/1,23.6,23.68
603682,2022/6/1,5.59,5.6
603683,2022/6/1,8.34,8.34
603685,2022/6/1,9.59,9.64
603686,2022/6/1,10.01,9.96
603687,2022/6/1,8.66,8.62
603688,2022/6/1,83.5,82.4
603689,2022/6/1,10.35,10.36
603690,2022/6/1,36.62,36.63
603693,2022/6/1,17.22,17.14
603696,2022/6/1,11,11.03
603697,2022/6/1,12.1,12.1
603698,2022/6/1,12.97,13.28
603699,2022/6/1,8.25,8.34
603700,2022/6/1,13.87,14.72
603701,2022/6/1,8.37,8.42
603703,2022/6/1,20.12,20.28
603706,2022/6/1,15.44,15.56
603707,2022/6/1,27.61,27.16
603708,2022/6/1,13.42,13.28
603709,2022/6/1,15.5,15.86
603711,2022/6/1,11.59,11.72
603712,2022/6/1,27.2,27.68
603713,2022/6/1,119,123.33
603716,2022/6/1,13.32,13.6
603717,2022/6/1,7.83,7.81
603718,2022/6/1,11.1,11
603719,2022/6/1,25.08,25.05
603721,2022/6/1,12.5,12.69
603722,2022/6/1,49.15,51.13
603725,2022/6/1,6.58,6.63
603726,2022/6/1,11.95,11.92
603727,2022/6/1,11.99,11.98
603728,2022/6/1,14.22,14.5
603729,2022/6/1,14.6,15.95
603730,2022/6/1,14.32,14.16
603733,2022/6/1,21.22,22.32
603737,2022/6/1,92.5,95.9
603738,2022/6/1,34.11,34.65
603739,2022/6/1,14.93,15.14
603755,2022/6/1,33.96,34.03
603757,2022/6/1,14.27,14.23
603758,2022/6/1,7.43,7.68
603759,2022/6/1,10.7,10.67
603766,2022/6/1,4.54,4.65
603767,2022/6/1,8.9,9.04
603768,2022/6/1,15.91,16.04
603773,2022/6/1,14.47,14.84
603776,2022/6/1,12.73,12.89
603777,2022/6/1,13.71,13.94
603778,2022/6/1,5.13,5.04
603779,2022/6/1,7.23,7.16
603786,2022/6/1,58.79,60.12
603787,2022/6/1,14.1,14.18
603788,2022/6/1,11.65,11.67
603789,2022/6/1,9.88,9.56
603790,2022/6/1,9.65,9.76
603797,2022/6/1,6.15,6.09
603798,2022/6/1,9.89,9.97
603799,2022/6/1,93.35,97.46
603800,2022/6/1,27.07,27.16
603801,2022/6/1,20.45,21.02
603803,2022/6/1,6.96,7.07
603806,2022/6/1,78.8,77.01
603808,2022/6/1,9.85,9.9
603809,2022/6/1,12.85,13.03
603810,2022/6/1,13.13,13.27
603811,2022/6/1,13.06,13.05
603813,2022/6/1,15.3,15.74
603815,2022/6/1,9.18,9.34
603816,2022/6/1,64,64.44
603817,2022/6/1,6.89,6.97
603818,2022/6/1,9.49,9.38
603822,2022/6/1,44.92,44.53
603823,2022/6/1,12.3,12.27
603825,2022/6/1,16.09,16.24
603826,2022/6/1,65.14,64.16
603828,2022/6/1,3.38,3.4
603829,2022/6/1,10.1,10.19
603833,2022/6/1,120,123.1
603836,2022/6/1,18.98,19.25
603838,2022/6/1,6.28,6.34
603839,2022/6/1,7.36,7.35
603843,2022/6/1,4.79,4.88
603848,2022/6/1,13.01,13.15
603855,2022/6/1,23.68,23.72
603856,2022/6/1,12.92,13.05
603858,2022/6/1,19.5,19.58
603859,2022/6/1,28.02,28.47
603860,2022/6/1,23.7,23.05
603861,2022/6/1,8.12,8.26
603863,2022/6/1,7.65,7.75
603866,2022/6/1,15.22,14.9
603867,2022/6/1,33.92,33.9
603868,2022/6/1,64.63,64.41
603869,2022/6/1,8.07,8.12
603871,2022/6/1,23.52,24.12
603876,2022/6/1,33.13,32.77
603877,2022/6/1,18.51,19.4
603878,2022/6/1,6.29,6.41
603879,2022/6/1,6.41,6.36
603880,2022/6/1,5.53,5.53
603881,2022/6/1,25.2,25.16
603882,2022/6/1,76.38,75.62
603883,2022/6/1,39.69,40.1
603885,2022/6/1,13.18,13.16
603886,2022/6/1,16.54,16.59
603887,2022/6/1,7.85,7.8
603888,2022/6/1,16.38,16.58
603889,2022/6/1,6.26,6.34
603890,2022/6/1,9.06,9.05
603893,2022/6/1,79.79,80.68
603895,2022/6/1,30.6,30.21
603896,2022/6/1,38.45,37.82
603897,2022/6/1,26.45,26.24
603898,2022/6/1,9.57,9.72
603899,2022/6/1,51.6,50.13
603900,2022/6/1,6.76,6.81
603901,2022/6/1,12.77,13.11
603903,2022/6/1,9.83,9.99
603906,2022/6/1,30.7,31.87
603908,2022/6/1,88,82.31
603909,2022/6/1,14.84,14.39
603912,2022/6/1,15.54,15.81
603915,2022/6/1,24.69,24.15
603916,2022/6/1,23.38,24.61
603917,2022/6/1,13.39,13.67
603918,2022/6/1,8.32,8.2
603919,2022/6/1,33.11,33.18
603920,2022/6/1,16.81,16.21
603922,2022/6/1,22,22.17
603926,2022/6/1,9.5,10.02
603927,2022/6/1,22.3,22.18
603928,2022/6/1,12.23,12.14
603929,2022/6/1,10.44,10.53
603931,2022/6/1,26.35,26.96
603933,2022/6/1,10.29,10.46
603936,2022/6/1,9.76,9.88
603937,2022/6/1,11.65,11.77
603938,2022/6/1,44.83,45.43
603939,2022/6/1,46,46.52
603948,2022/6/1,26.49,26.56
603949,2022/6/1,28.05,28.07
603950,2022/6/1,14.24,14.37
603955,2022/6/1,14.08,14.43
603956,2022/6/1,10.52,10.77
603958,2022/6/1,5.91,5.88
603959,2022/6/1,12.14,12.65
603960,2022/6/1,16.08,16.46
603963,2022/6/1,12.57,12.75
603966,2022/6/1,9.99,10.14
603967,2022/6/1,10.58,10.49
603968,2022/6/1,19.54,19.56
603969,2022/6/1,4.43,4.37
603970,2022/6/1,29.4,30.66
603976,2022/6/1,23.17,23.18
603977,2022/6/1,8.63,8.62
603978,2022/6/1,19.44,18.93
